Game,n_splits,n_countries,n_events,rule_name,distance,distance_std
1928 Summer,10,46,122,Two Approval,0.053,0.014
1928 Summer,10,46,122,Plurality,0.054,0.01
1928 Summer,10,46,122,Plurality Veto,0.059,0.017
1928 Summer,10,46,122,Anti-Plurality,0.061,0.014
1928 Winter,10,25,14,Borda,0.062,0.029
1928 Winter,10,25,14,Two Approval,0.089,0.018
1928 Winter,10,25,14,Plurality,0.097,0.028
1928 Winter,10,25,14,Plurality Veto,0.097,0.035
1928 Winter,10,25,14,Anti-Plurality,0.115,0.034
1932 Summer,10,47,131,Borda,0.031,0.008
1932 Summer,10,47,131,Plurality Veto,0.032,0.01
1932 Summer,10,47,131,Plurality,0.034,0.007
1932 Summer,10,47,131,Two Approval,0.036,0.016
1932 Summer,10,47,131,Anti-Plurality,0.051,0.008
1932 Winter,10,17,14,Borda,0.084,0.033
1932 Winter,10,17,14,Plurality,0.087,0.043
1932 Winter,10,17,14,Two Approval,0.089,0.031
1932 Winter,10,17,14,Plurality Veto,0.103,0.035
1932 Winter,10,17,14,Anti-Plurality,0.104,0.055
1936 Summer,10,49,150,Two Approval,0.045,0.013
1936 Summer,10,49,150,Borda,0.046,0.01
1936 Summer,10,49,150,Plurality Veto,0.056,0.016
1936 Summer,10,49,150,Plurality,0.057,0.018
1936 Summer,10,49,150,Anti-Plurality,0.064,0.023
1936 Winter,10,28,17,Borda,0.099,0.042
1936 Winter,10,28,17,Two Approval,0.108,0.039
1936 Winter,10,28,17,Plurality Veto,0.114,0.026
1936 Winter,10,28,17,Anti-Plurality,0.125,0.045
1936 Winter,10,28,17,Plurality,0.142,0.039
1948 Summer,10,59,153,Borda,0.026,0.01
1948 Summer,10,59,153,Two Approval,0.04,0.009
1948 Summer,10,59,153,Plurality,0.045,0.012
1948 Summer,10,59,153,Plurality Veto,0.049,0.013
1948 Summer,10,59,153,Anti-Plurality,0.052,0.011
1948 Winter,10,28,22,Borda,0.045,0.009
1948 Winter,10,28,22,Plurality Veto,0.076,0.015
1948 Winter,10,28,22,Anti-Plurality,0.076,0.052
1948 Winter,10,28,22,Two Approval,0.106,0.039
1948 Winter,10,28,22,Plurality,0.112,0.035
1952 Summer,10,69,149,Borda,0.025,0.004
1952 Summer,10,69,149,Two Approval,0.039,0.006
1952 Summer,10,69,149,Plurality,0.045,0.006
1952 Summer,10,69,149,Plurality Veto,0.051,0.014
1952 Summer,10,69,149,Anti-Plurality,0.062,0.007
1952 Winter,10,30,22,Borda,0.037,0.007
1952 Winter,10,30,22,Anti-Plurality,0.059,0.051
1952 Winter,10,30,22,Plurality Veto,0.068,0.033
1952 Winter,10,30,22,Two Approval,0.082,0.021
1952 Winter,10,30,22,Plurality,0.083,0.039
1956 Summer,10,72,151,Borda,0.04,0.009
1956 Summer,10,72,151,Plurality,0.054,0.013
1956 Summer,10,72,151,Two Approval,0.054,0.016
1956 Summer,10,72,151,Plurality Veto,0.06,0.014
1956 Summer,10,72,151,Anti-Plurality,0.085,0.026
1956 Winter,10,32,24,Borda,0.036,0.008
1956 Winter,10,32,24,Plurality Veto,0.055,0.035
1956 Winter,10,32,24,Anti-Plurality,0.081,0.042
1956 Winter,10,32,24,Two Approval,0.101,0.031
1956 Winter,10,32,24,Plurality,0.114,0.014
1960 Summer,10,84,150,Borda,0.041,0.011
1960 Summer,10,84,150,Two Approval,0.065,0.011
1960 Summer,10,84,150,Plurality Veto,0.066,0.013
1960 Summer,10,84,150,Plurality,0.068,0.014
1960 Summer,10,84,150,Anti-Plurality,0.084,0.012
1960 Winter,10,30,27,Borda,0.03,0.008
1960 Winter,10,30,27,Plurality Veto,0.08,0.028
1960 Winter,10,30,27,Plurality,0.095,0.021
1960 Winter,10,30,27,Two Approval,0.1,0.017
1960 Winter,10,30,27,Anti-Plurality,0.128,0.034
1964 Summer,10,93,163,Borda,0.044,0.007
1964 Summer,10,93,163,Two Approval,0.05,0.011
1964 Summer,10,93,163,Plurality,0.056,0.018
1964 Summer,10,93,163,Plurality Veto,0.057,0.008
1964 Summer,10,93,163,Anti-Plurality,0.075,0.018
1964 Winter,10,36,34,Borda,0.037,0.011
1964 Winter,10,36,34,Two Approval,0.07,0.025
1964 Winter,10,36,34,Plurality Veto,0.08,0.027
1964 Winter,10,36,34,Anti-Plurality,0.098,0.042
1964 Winter,10,36,34,Plurality,0.099,0.031
1968 Summer,10,112,172,Borda,0.038,0.006
1968 Summer,10,112,172,Plurality Veto,0.053,0.011
1968 Summer,10,112,172,Two Approval,0.053,0.009
1968 Summer,10,112,172,Plurality,0.054,0.009
1968 Summer,10,112,172,Anti-Plurality,0.066,0.006
1968 Winter,10,37,35,Borda,0.039,0.008
1968 Winter,10,37,35,Plurality Veto,0.072,0.022
1968 Winter,10,37,35,Two Approval,0.072,0.025
1968 Winter,10,37,35,Plurality,0.098,0.028
1968 Winter,10,37,35,Anti-Plurality,0.123,0.04
1972 Summer,10,121,193,Borda,0.044,0.006
1972 Summer,10,121,193,Two Approval,0.066,0.01
1972 Summer,10,121,193,Plurality,0.069,0.009
1972 Summer,10,121,193,Plurality Veto,0.069,0.012
1972 Summer,10,121,193,Anti-Plurality,0.087,0.017
1972 Winter,10,35,35,Borda,0.037,0.01
1972 Winter,10,35,35,Plurality Veto,0.078,0.029
1972 Winter,10,35,35,Two Approval,0.094,0.026
1972 Winter,10,35,35,Plurality,0.101,0.032
1972 Winter,10,35,35,Anti-Plurality,0.116,0.041
1976 Summer,10,92,198,Borda,0.038,0.006
1976 Summer,10,92,198,Two Approval,0.053,0.009
1976 Summer,10,92,198,Plurality Veto,0.056,0.01
1976 Summer,10,92,198,Plurality,0.061,0.009
1976 Summer,10,92,198,Anti-Plurality,0.074,0.014
1976 Winter,10,37,37,Borda,0.023,0.008
1976 Winter,10,37,37,Two Approval,0.074,0.026
1976 Winter,10,37,37,Plurality,0.088,0.032
1976 Winter,10,37,37,Plurality Veto,0.094,0.034
1976 Winter,10,37,37,Anti-Plurality,0.121,0.048
1980 Summer,10,80,203,Borda,0.039,0.009
1980 Summer,10,80,203,Plurality Veto,0.057,0.016
1980 Summer,10,80,203,Two Approval,0.058,0.012
1980 Summer,10,80,203,Plurality,0.06,0.013
1980 Summer,10,80,203,Anti-Plurality,0.078,0.019
1980 Winter,10,37,38,Borda,0.028,0.005
1980 Winter,10,37,38,Two Approval,0.073,0.018
1980 Winter,10,37,38,Plurality Veto,0.085,0.032
1980 Winter,10,37,38,Anti-Plurality,0.091,0.035
1980 Winter,10,37,38,Plurality,0.101,0.039
1984 Summer,10,140,221,Borda,0.041,0.004
1984 Summer,10,140,221,Plurality,0.065,0.01
1984 Summer,10,140,221,Plurality Veto,0.065,0.008
1984 Summer,10,140,221,Two Approval,0.068,0.01
1984 Summer,10,140,221,Anti-Plurality,0.082,0.012
1984 Winter,10,49,39,Borda,0.036,0.009
1984 Winter,10,49,39,Two Approval,0.069,0.027
1984 Winter,10,49,39,Plurality Veto,0.1,0.033
1984 Winter,10,49,39,Plurality,0.101,0.029
1984 Winter,10,49,39,Anti-Plurality,0.123,0.037
1988 Summer,10,159,237,Borda,0.047,0.005
1988 Summer,10,159,237,Two Approval,0.074,0.011
1988 Summer,10,159,237,Plurality,0.076,0.008
1988 Summer,10,159,237,Plurality Veto,0.076,0.012
1988 Summer,10,159,237,Anti-Plurality,0.085,0.011
1988 Winter,10,57,46,Borda,0.029,0.006
1988 Winter,10,57,46,Two Approval,0.068,0.025
1988 Winter,10,57,46,Plurality Veto,0.076,0.034
1988 Winter,10,57,46,Plurality,0.096,0.014
1988 Winter,10,57,46,Anti-Plurality,0.102,0.023
1992 Summer,10,169,257,Borda,0.043,0.005
1992 Summer,10,169,257,Two Approval,0.063,0.008
1992 Summer,10,169,257,Plurality Veto,0.068,0.008
1992 Summer,10,169,257,Plurality,0.071,0.01
1992 Summer,10,169,257,Anti-Plurality,0.083,0.012
1992 Winter,10,64,57,Borda,0.034,0.009
1992 Winter,10,64,57,Two Approval,0.074,0.028
1992 Winter,10,64,57,Plurality Veto,0.083,0.025
1992 Winter,10,64,57,Plurality,0.085,0.027
1992 Winter,10,64,57,Anti-Plurality,0.094,0.032
1994 Winter,10,67,61,Borda,0.021,0.007
1994 Winter,10,67,61,Plurality,0.047,0.013
1994 Winter,10,67,61,Plurality Veto,0.057,0.017
1994 Winter,10,67,61,Two Approval,0.061,0.01
1994 Winter,10,67,61,Anti-Plurality,0.08,0.018
1996 Summer,10,197,271,Borda,0.055,0.009
1996 Summer,10,197,271,Two Approval,0.065,0.008
1996 Summer,10,197,271,Plurality,0.072,0.01
1996 Summer,10,197,271,Plurality Veto,0.073,0.01
1996 Summer,10,197,271,Anti-Plurality,0.084,0.012
1998 Winter,10,72,68,Borda,0.032,0.009
1998 Winter,10,72,68,Two Approval,0.05,0.014
1998 Winter,10,72,68,Plurality,0.058,0.011
1998 Winter,10,72,68,Plurality Veto,0.063,0.018
1998 Winter,10,72,68,Anti-Plurality,0.064,0.007
2000 Summer,10,200,300,Borda,0.055,0.008
2000 Summer,10,200,300,Two Approval,0.065,0.01
2000 Summer,10,200,300,Plurality Veto,0.074,0.012
2000 Summer,10,200,300,Plurality,0.076,0.009
2000 Summer,10,200,300,Anti-Plurality,0.09,0.014
2002 Winter,10,77,78,Borda,0.035,0.01
2002 Winter,10,77,78,Two Approval,0.051,0.016
2002 Winter,10,77,78,Plurality,0.068,0.018
2002 Winter,10,77,78,Plurality Veto,0.069,0.022
2002 Winter,10,77,78,Anti-Plurality,0.095,0.018
2004 Summer,10,201,301,Borda,0.05,0.006
2004 Summer,10,201,301,Two Approval,0.057,0.009
2004 Summer,10,201,301,Plurality Veto,0.068,0.008
2004 Summer,10,201,301,Plurality,0.069,0.008
2004 Summer,10,201,301,Anti-Plurality,0.081,0.008
2006 Winter,10,79,84,Borda,0.027,0.007
2006 Winter,10,79,84,Two Approval,0.045,0.009
2006 Winter,10,79,84,Plurality Veto,0.05,0.014
2006 Winter,10,79,84,Plurality,0.052,0.012
2006 Winter,10,79,84,Anti-Plurality,0.064,0.016
2008 Summer,10,204,302,Borda,0.061,0.009
2008 Summer,10,204,302,Plurality,0.073,0.007
2008 Summer,10,204,302,Plurality Veto,0.073,0.007
2008 Summer,10,204,302,Two Approval,0.073,0.004
2008 Summer,10,204,302,Anti-Plurality,0.08,0.015
2010 Winter,10,82,86,Borda,0.026,0.008
2010 Winter,10,82,86,Two Approval,0.041,0.014
2010 Winter,10,82,86,Plurality Veto,0.06,0.02
2010 Winter,10,82,86,Plurality,0.061,0.021
2010 Winter,10,82,86,Anti-Plurality,0.083,0.024
2012 Summer,10,205,302,Borda,0.054,0.007
2012 Summer,10,205,302,Two Approval,0.071,0.014
2012 Summer,10,205,302,Plurality Veto,0.072,0.01
2012 Summer,10,205,302,Plurality,0.079,0.014
2012 Summer,10,205,302,Anti-Plurality,0.087,0.01
2014 Winter,10,89,98,Borda,0.016,0.006
2014 Winter,10,89,98,Two Approval,0.041,0.013
2014 Winter,10,89,98,Plurality,0.043,0.015
2014 Winter,10,89,98,Plurality Veto,0.043,0.019
2014 Winter,10,89,98,Anti-Plurality,0.055,0.018
2016 Summer,10,207,306,Borda,0.053,0.006
2016 Summer,10,207,306,Two Approval,0.066,0.007
2016 Summer,10,207,306,Plurality Veto,0.067,0.008
2016 Summer,10,207,306,Plurality,0.074,0.008
2016 Summer,10,207,306,Anti-Plurality,0.083,0.008
