n_voters,n_candidates,n_splits,pref_dist,axiom_name,possible_violations,total_violations,non_violating_rule_names
100,10,50,MALLOWS-RELPHI-R,Homogeneity,500,102,"Counter({'Borda': 364, 'Dowdall': 15, 'Plurality Veto': 8, 'Plurality': 4, 'Anti-Plurality': 4, 'Two Approval': 3})"
100,10,50,MALLOWS-RELPHI-R,Reversal Symmetry,500,0,"Counter({'Borda': 431, 'Dowdall': 35, 'Plurality Veto': 13, 'Plurality': 8, 'Two Approval': 7, 'Anti-Plurality': 6})"
100,10,50,MALLOWS-RELPHI-R,Monotonicity,500,4,"Counter({'Borda': 429, 'Dowdall': 38, 'Plurality Veto': 11, 'Two Approval': 7, 'Plurality': 6, 'Anti-Plurality': 5})"
100,10,50,MALLOWS-RELPHI-R,Strong Consistency,375,19,"Counter({'Borda': 345, 'Dowdall': 7, 'Plurality': 2, 'Plurality Veto': 1, 'Anti-Plurality': 1})"
100,10,50,MALLOWS-RELPHI-R,Weak Consistency,185,4,"Counter({'Borda': 179, 'Dowdall': 2})"
100,10,50,URN-R,Homogeneity,500,123,"Counter({'Borda': 185, 'Dowdall': 87, 'Plurality Veto': 44, 'Two Approval': 38, 'Plurality': 12, 'Anti-Plurality': 11})"
100,10,50,URN-R,Reversal Symmetry,500,0,"Counter({'Borda': 225, 'Dowdall': 118, 'Plurality Veto': 70, 'Two Approval': 55, 'Plurality': 17, 'Anti-Plurality': 15})"
100,10,50,URN-R,Monotonicity,500,5,"Counter({'Borda': 229, 'Dowdall': 121, 'Plurality Veto': 63, 'Two Approval': 47, 'Anti-Plurality': 18, 'Plurality': 17})"
100,10,50,URN-R,Strong Consistency,290,34,"Counter({'Borda': 170, 'Dowdall': 49, 'Plurality Veto': 26, 'Two Approval': 5, 'Plurality': 5, 'Anti-Plurality': 1})"
100,10,50,URN-R,Weak Consistency,89,0,"Counter({'Borda': 74, 'Dowdall': 14, 'Plurality Veto': 1})"
100,10,50,plackett_luce,Homogeneity,500,39,"Counter({'Borda': 459, 'Dowdall': 2})"
100,10,50,plackett_luce,Reversal Symmetry,500,0,"Counter({'Borda': 498, 'Dowdall': 2})"
100,10,50,plackett_luce,Monotonicity,500,0,Counter({'Borda': 500})
100,10,50,plackett_luce,Strong Consistency,495,0,Counter({'Borda': 495})
100,10,50,plackett_luce,Weak Consistency,289,0,Counter({'Borda': 289})
100,10,50,single_peaked_conitzer,Homogeneity,500,1,Counter({'Borda': 499})
100,10,50,single_peaked_conitzer,Reversal Symmetry,500,0,Counter({'Borda': 500})
100,10,50,single_peaked_conitzer,Monotonicity,500,12,Counter({'Borda': 488})
100,10,50,single_peaked_conitzer,Strong Consistency,496,0,Counter({'Borda': 496})
100,10,50,single_peaked_conitzer,Weak Consistency,11,0,Counter({'Borda': 11})
100,10,50,IC,Homogeneity,500,157,"Counter({'Anti-Plurality': 98, 'Borda': 69, 'Two Approval': 64, 'Plurality': 51, 'Plurality Veto': 39, 'Dowdall': 22})"
100,10,50,IC,Reversal Symmetry,500,0,"Counter({'Anti-Plurality': 128, 'Two Approval': 93, 'Plurality': 88, 'Borda': 83, 'Plurality Veto': 67, 'Dowdall': 41})"
100,10,50,IC,Monotonicity,500,47,"Counter({'Anti-Plurality': 106, 'Borda': 91, 'Two Approval': 85, 'Plurality': 81, 'Plurality Veto': 52, 'Dowdall': 38})"
100,10,50,IC,Strong Consistency,82,21,"Counter({'Anti-Plurality': 18, 'Borda': 11, 'Plurality': 11, 'Plurality Veto': 10, 'Two Approval': 9, 'Dowdall': 2})"
100,10,50,IC,Weak Consistency,0,0,Counter()
100,15,50,MALLOWS-RELPHI-R,Homogeneity,500,61,"Counter({'Borda': 414, 'Anti-Plurality': 8, 'Plurality': 7, 'Dowdall': 6, 'Two Approval': 3, 'Plurality Veto': 1})"
100,15,50,MALLOWS-RELPHI-R,Reversal Symmetry,500,0,"Counter({'Borda': 460, 'Dowdall': 18, 'Two Approval': 7, 'Anti-Plurality': 6, 'Plurality': 6, 'Plurality Veto': 3})"
100,15,50,MALLOWS-RELPHI-R,Monotonicity,500,7,"Counter({'Borda': 463, 'Dowdall': 12, 'Anti-Plurality': 7, 'Plurality': 5, 'Two Approval': 3, 'Plurality Veto': 3})"
100,15,50,MALLOWS-RELPHI-R,Strong Consistency,417,11,"Counter({'Borda': 401, 'Plurality': 1, 'Dowdall': 1, 'Anti-Plurality': 1, 'Two Approval': 1, 'Plurality Veto': 1})"
100,15,50,MALLOWS-RELPHI-R,Weak Consistency,117,5,Counter({'Borda': 112})
100,15,50,URN-R,Homogeneity,500,115,"Counter({'Borda': 210, 'Dowdall': 106, 'Plurality Veto': 41, 'Two Approval': 13, 'Anti-Plurality': 8, 'Plurality': 7})"
100,15,50,URN-R,Reversal Symmetry,500,0,"Counter({'Borda': 251, 'Dowdall': 143, 'Plurality Veto': 62, 'Two Approval': 28, 'Plurality': 10, 'Anti-Plurality': 6})"
100,15,50,URN-R,Monotonicity,500,6,"Counter({'Borda': 247, 'Dowdall': 143, 'Plurality Veto': 55, 'Two Approval': 30, 'Anti-Plurality': 10, 'Plurality': 9})"
100,15,50,URN-R,Strong Consistency,317,39,"Counter({'Borda': 188, 'Dowdall': 70, 'Plurality Veto': 16, 'Plurality': 2, 'Anti-Plurality': 1, 'Two Approval': 1})"
100,15,50,URN-R,Weak Consistency,44,0,"Counter({'Borda': 43, 'Dowdall': 1})"
100,15,50,plackett_luce,Homogeneity,500,15,"Counter({'Borda': 484, 'Dowdall': 1})"
100,15,50,plackett_luce,Reversal Symmetry,500,0,Counter({'Borda': 500})
100,15,50,plackett_luce,Monotonicity,500,0,"Counter({'Borda': 499, 'Dowdall': 1})"
100,15,50,plackett_luce,Strong Consistency,499,0,Counter({'Borda': 499})
100,15,50,plackett_luce,Weak Consistency,155,0,Counter({'Borda': 155})
100,15,50,single_peaked_conitzer,Homogeneity,500,0,Counter({'Borda': 500})
100,15,50,single_peaked_conitzer,Reversal Symmetry,500,0,Counter({'Borda': 500})
100,15,50,single_peaked_conitzer,Monotonicity,500,16,Counter({'Borda': 484})
100,15,50,single_peaked_conitzer,Strong Consistency,498,0,Counter({'Borda': 498})
100,15,50,single_peaked_conitzer,Weak Consistency,4,0,Counter({'Borda': 4})
100,15,50,IC,Homogeneity,500,135,"Counter({'Anti-Plurality': 83, 'Borda': 82, 'Two Approval': 71, 'Plurality': 58, 'Plurality Veto': 42, 'Dowdall': 29})"
100,15,50,IC,Reversal Symmetry,500,0,"Counter({'Anti-Plurality': 108, 'Borda': 99, 'Two Approval': 98, 'Plurality': 92, 'Plurality Veto': 63, 'Dowdall': 40})"
100,15,50,IC,Monotonicity,500,64,"Counter({'Borda': 100, 'Anti-Plurality': 95, 'Two Approval': 77, 'Plurality': 65, 'Plurality Veto': 61, 'Dowdall': 38})"
100,15,50,IC,Strong Consistency,88,27,"Counter({'Anti-Plurality': 21, 'Borda': 13, 'Plurality': 9, 'Two Approval': 8, 'Plurality Veto': 7, 'Dowdall': 3})"
100,15,50,IC,Weak Consistency,0,0,Counter()
