,user_analysis_id,proposal_analysis_id,review_group,sci_cat,ref_knowledge,ref_knowledge_text,dt_knowledge,dt_knowledge_group,conflicted,grade,rank_user
113,u436,p451,deepthought,B,2,general_knowledge,0.1530741294678899,worst,0,2.5,5.0
114,u436,p919,deepthought,D,2,general_knowledge,0.14222037693561174,worst,0,2.4,3.0
115,u436,p057,deepthought,D,1,expert,0.35580179044441657,best,0,2.5,5.0
116,u436,p561,deepthought,D,1,expert,0.364796626064382,best,0,1.5,1.0
117,u436,p884,deepthought,D,1,expert,0.3078460026611235,best,0,3.3,8.0
118,u436,p023,deepthought,B,1,expert,0.3967400400270135,best,0,2.8,7.0
119,u436,p159,deepthought,C,2,general_knowledge,0.21365078710638716,median,0,2.5,5.0
120,u212,p211,opc_emulate,A,3,little_knowledge,,,0,2.5,2.5
121,u212,p682,opc_emulate,A,3,little_knowledge,,,0,4.0,7.5
122,u212,p660,opc_emulate,A,3,little_knowledge,,,0,2.0,1.0
123,u212,p730,opc_emulate,A,2,general_knowledge,,,0,3.0,4.5
124,u212,p252,opc_emulate,A,3,little_knowledge,,,0,4.0,7.5
125,u212,p087,opc_emulate,A,3,little_knowledge,,,0,3.0,4.5
126,u212,p474,opc_emulate,A,3,little_knowledge,,,0,3.5,6.0
127,u212,p393,opc_emulate,A,3,little_knowledge,,,0,2.5,2.5
128,u064,p402,opc_emulate,C,2,general_knowledge,,,0,2.6,4.5
129,u064,p143,opc_emulate,C,1,expert,,,0,2.8,6.0
130,u064,p555,opc_emulate,C,2,general_knowledge,,,0,1.4,1.0
131,u064,p204,opc_emulate,C,2,general_knowledge,,,0,1.5,2.0
132,u064,p190,opc_emulate,C,2,general_knowledge,,,0,3.0,8.0
133,u064,p543,opc_emulate,C,2,general_knowledge,,,0,2.2,3.0
134,u064,p728,opc_emulate,C,2,general_knowledge,,,0,2.9,7.0
135,u064,p914,opc_emulate,C,2,general_knowledge,,,0,2.6,4.5
136,u000,p248,deepthought,B,2,general_knowledge,0.40375668145794996,best,0,3.0,7.0
137,u000,p933,deepthought,D,3,little_knowledge,0.17941172398605656,worst,0,3.1,8.0
138,u000,p236,deepthought,B,1,expert,0.4451080728095478,best,0,1.7,3.0
139,u000,p272,deepthought,C,3,little_knowledge,0.1551281708071984,median,0,2.1,5.0
140,u000,p793,deepthought,D,2,general_knowledge,0.2784764191389105,best,0,1.6,2.0
141,u000,p955,deepthought,C,3,little_knowledge,0.07502284415335278,worst,0,1.8,4.0
142,u000,p797,deepthought,D,3,little_knowledge,0.17556244963648118,median,0,1.4,1.0
143,u000,p116,deepthought,A,1,expert,0.35369372158088974,best,0,2.5,6.0
144,u989,p236,deepthought,B,3,little_knowledge,0.22077859694795274,median,0,3.0,5.0
145,u989,p002,deepthought,A,3,little_knowledge,0.198512229752528,worst,0,1.8,1.0
146,u989,p797,deepthought,D,1,expert,0.451097697997156,best,0,3.0,5.0
147,u989,p205,deepthought,B,3,little_knowledge,0.16785369170891595,worst,0,2.5,3.0
148,u989,p133,deepthought,C,3,little_knowledge,0.2017406885562305,median,0,3.0,5.0
149,u989,p700,deepthought,D,2,general_knowledge,0.46471879480683076,best,0,2.0,2.0
150,u989,p501,deepthought,D,3,little_knowledge,0.43306601129708067,best,0,4.5,8.0
151,u989,p361,deepthought,D,3,little_knowledge,0.3135520699397609,best,0,4.0,7.0
152,u748,p402,opc_emulate,C,3,little_knowledge,,,0,3.0,5.0
153,u748,p143,opc_emulate,C,,,,,1,,
154,u748,p629,opc_emulate,C,1,expert,,,0,3.0,5.0
155,u748,p707,opc_emulate,C,2,general_knowledge,,,0,2.0,3.0
156,u748,p190,opc_emulate,C,1,expert,,,0,1.2,1.0
157,u748,p728,opc_emulate,C,3,little_knowledge,,,0,3.0,5.0
158,u748,p914,opc_emulate,C,1,expert,,,0,3.5,7.0
159,u748,p778,opc_emulate,C,1,expert,,,0,1.5,2.0
160,u036,p140,opc_emulate,B,2,general_knowledge,,,0,3.5,8.0
161,u036,p463,opc_emulate,B,2,general_knowledge,,,0,1.5,1.0
162,u036,p859,opc_emulate,B,3,little_knowledge,,,0,2.3,4.0
163,u036,p222,opc_emulate,B,3,little_knowledge,,,0,2.8,6.0
164,u036,p342,opc_emulate,B,1,expert,,,0,1.8,2.0
165,u036,p447,opc_emulate,B,2,general_knowledge,,,0,2.2,3.0
166,u036,p358,opc_emulate,B,1,expert,,,0,2.9,7.0
167,u036,p653,opc_emulate,B,1,expert,,,0,2.6,5.0
168,u959,p617,deepthought,C,3,little_knowledge,0.1888240492220961,worst,0,2.6,6.0
169,u959,p947,deepthought,D,1,expert,0.549898428414885,best,0,2.3,2.5
170,u959,p086,deepthought,B,3,little_knowledge,0.21675925322762357,best,0,1.9,1.0
171,u959,p924,deepthought,A,1,expert,0.5101631161197238,best,0,2.3,2.5
172,u959,p654,deepthought,D,3,little_knowledge,0.14383990115625234,worst,0,2.5,4.5
173,u959,p971,deepthought,A,2,general_knowledge,0.5990231048257727,best,0,3.0,8.0
174,u959,p800,deepthought,B,3,little_knowledge,0.23271117045972445,median,0,2.7,7.0
175,u959,p884,deepthought,D,3,little_knowledge,0.2545750402877441,median,0,2.5,4.5
176,u693,p952,deepthought,C,,,0.5303011714480567,best,2,,
177,u693,p430,deepthought,A,3,little_knowledge,0.20045116138638647,worst,0,1.5,1.0
178,u693,p292,deepthought,C,1,expert,0.4372791240769138,best,0,4.5,6.0
179,u693,p736,deepthought,D,1,expert,0.5816138938442212,best,0,3.0,4.5
180,u693,p470,deepthought,D,2,general_knowledge,0.23750298473672005,median,0,3.0,4.5
181,u693,p884,deepthought,D,2,general_knowledge,0.3088388731897784,best,0,2.0,2.5
182,u693,p760,deepthought,A,3,little_knowledge,0.15149475120063416,worst,1,,
183,u693,p853,deepthought,A,3,little_knowledge,0.24426461684837036,median,0,2.0,2.5
184,u486,p952,deepthought,C,1,expert,0.44725112287869456,best,0,1.8,4.0
185,u486,p999,deepthought,A,3,little_knowledge,0.1871196645829522,worst,0,2.0,5.0
186,u486,p641,deepthought,B,3,little_knowledge,0.26408899621585946,median,0,2.5,6.0
187,u486,p370,deepthought,C,1,expert,0.5230385278593794,best,0,1.5,3.0
188,u486,p451,deepthought,B,3,little_knowledge,0.2625761658987025,median,0,1.3,2.0
189,u486,p361,deepthought,D,2,general_knowledge,0.33365392504438024,best,0,1.2,1.0
190,u486,p108,deepthought,D,2,general_knowledge,0.46160491175566754,best,0,2.8,7.5
191,u486,p853,deepthought,A,3,little_knowledge,0.3122500646361881,worst,0,2.8,7.5
192,u960,p141,deepthought,A,2,general_knowledge,0.21837114771806795,median,0,1.0,1.0
193,u960,p272,deepthought,C,3,little_knowledge,0.06671749143264558,worst,0,2.0,4.0
194,u960,p562,deepthought,A,1,expert,0.6008546247501603,best,0,2.8,6.0
195,u960,p060,deepthought,D,3,little_knowledge,0.1911947660555867,worst,0,2.5,5.0
196,u960,p312,deepthought,B,2,general_knowledge,0.25559580538802096,best,0,1.7,3.0
197,u960,p622,deepthought,A,1,expert,0.4754085674974049,best,0,3.0,7.0
198,u960,p975,deepthought,A,,,0.4675192933429578,best,2,,
199,u960,p023,deepthought,B,2,general_knowledge,0.21973622761799477,median,0,1.5,2.0
200,u620,p947,deepthought,D,1,expert,0.5012062107935031,best,0,2.2,3.0
201,u620,p086,deepthought,B,2,general_knowledge,0.18531320179111194,best,0,1.3,1.0
202,u620,p232,deepthought,D,1,expert,0.4966315829328488,best,0,2.5,6.0
203,u620,p185,deepthought,B,3,little_knowledge,0.17763696030425663,worst,0,2.5,6.0
204,u620,p312,deepthought,B,3,little_knowledge,0.11248579051110574,worst,0,2.3,4.0
205,u620,p472,deepthought,D,3,little_knowledge,0.22202401805994362,median,0,2.5,6.0
206,u620,p241,deepthought,C,1,expert,0.521967550442628,best,0,2.0,2.0
207,u620,p929,deepthought,C,3,little_knowledge,0.09417906902171104,median,0,3.0,8.0
208,u678,p118,deepthought,C,2,general_knowledge,0.3366545585982924,best,0,1.9,2.0
209,u678,p824,deepthought,D,1,expert,0.4627335516357215,best,0,3.0,5.5
210,u678,p360,deepthought,D,3,little_knowledge,0.21056814192988219,median,0,2.7,4.0
211,u678,p280,deepthought,D,3,little_knowledge,0.21262755259801033,worst,0,3.5,7.0
212,u678,p030,deepthought,B,3,little_knowledge,0.21161306461542712,median,0,2.2,3.0
213,u678,p116,deepthought,A,3,little_knowledge,0.11547937782500389,worst,0,3.0,5.5
214,u678,p108,deepthought,D,3,little_knowledge,0.4380910010521831,best,0,3.7,8.0
215,u678,p159,deepthought,C,3,little_knowledge,0.3282905134905415,best,0,1.7,1.0
216,u843,p012,deepthought,B,2,general_knowledge,0.2934349886327243,best,0,1.7,2.0
217,u843,p572,deepthought,C,3,little_knowledge,0.16405444380777612,worst,0,2.7,5.0
218,u843,p793,deepthought,D,2,general_knowledge,0.2396277372136576,median,0,1.6,1.0
219,u843,p060,deepthought,D,,,0.382754663395412,best,1,,
220,u843,p528,deepthought,A,2,general_knowledge,0.39638074550372154,best,0,2.1,3.0
221,u843,p700,deepthought,D,3,little_knowledge,0.23894162097837354,worst,0,3.0,6.0
222,u843,p736,deepthought,D,3,little_knowledge,0.24252111925170708,median,0,2.5,4.0
223,u843,p760,deepthought,A,,,0.47441934584211964,best,1,,
224,u966,p725,opc_emulate,D,3,little_knowledge,,,0,1.5,3.0
225,u966,p997,opc_emulate,D,3,little_knowledge,,,0,1.4,2.0
226,u966,p890,opc_emulate,D,2,general_knowledge,,,0,2.5,6.0
227,u966,p382,opc_emulate,D,2,general_knowledge,,,0,2.0,4.0
228,u966,p383,opc_emulate,D,2,general_knowledge,,,0,1.3,1.0
229,u966,p092,opc_emulate,D,3,little_knowledge,,,0,2.2,5.0
230,u966,p407,opc_emulate,D,1,expert,,,0,2.7,7.0
231,u966,p124,opc_emulate,D,2,general_knowledge,,,0,3.2,8.0
232,u932,p033,opc_emulate,A,2,general_knowledge,,,0,1.5,1.5
233,u932,p660,opc_emulate,A,1,expert,,,0,1.5,1.5
234,u932,p730,opc_emulate,A,2,general_knowledge,,,0,4.0,7.5
235,u932,p307,opc_emulate,A,2,general_knowledge,,,0,3.0,4.5
236,u932,p252,opc_emulate,A,2,general_knowledge,,,0,2.0,3.0
237,u932,p619,opc_emulate,A,1,expert,,,0,3.5,6.0
238,u932,p433,opc_emulate,A,2,general_knowledge,,,0,4.0,7.5
239,u932,p177,opc_emulate,A,2,general_knowledge,,,0,3.0,4.5
240,u400,p804,deepthought,A,2,general_knowledge,0.21770896631136538,median,0,2.0,2.0
241,u400,p430,deepthought,A,2,general_knowledge,0.44273776664189646,best,0,1.8,1.0
242,u400,p501,deepthought,D,3,little_knowledge,0.2001790901061017,worst,0,2.7,5.0
243,u400,p057,deepthought,D,3,little_knowledge,0.15173909611301323,worst,0,3.0,6.0
244,u400,p971,deepthought,A,1,expert,0.6251271188790719,best,0,2.4,3.0
245,u400,p116,deepthought,A,1,expert,0.487998622017253,best,0,3.3,7.0
246,u400,p929,deepthought,C,3,little_knowledge,0.07804867824457778,best,0,3.5,8.0
247,u400,p504,deepthought,D,3,little_knowledge,0.22398275172249804,median,0,2.5,4.0
256,u414,p060,deepthought,D,2,general_knowledge,0.22905311627783254,median,0,1.5,3.0
257,u414,p736,deepthought,D,1,expert,0.4838056494544825,best,0,1.9,5.0
258,u414,p027,deepthought,D,2,general_knowledge,0.40484910288176323,best,0,1.5,3.0
259,u414,p341,deepthought,D,1,expert,0.5665883222493483,best,0,1.5,3.0
260,u414,p326,deepthought,D,2,general_knowledge,0.14364220127473917,worst,0,1.2,1.0
261,u414,p136,deepthought,B,3,little_knowledge,0.2084538909302785,median,0,2.0,7.0
262,u414,p581,deepthought,A,3,little_knowledge,0.20471561184161435,worst,0,2.0,7.0
263,u414,p159,deepthought,C,3,little_knowledge,0.13110997845096917,best,0,2.0,7.0
264,u556,p402,opc_emulate,C,2,general_knowledge,,,0,2.1,4.0
265,u556,p629,opc_emulate,C,3,little_knowledge,,,0,3.7,8.0
266,u556,p151,opc_emulate,C,3,little_knowledge,,,0,2.2,5.0
267,u556,p707,opc_emulate,C,3,little_knowledge,,,0,2.5,6.0
268,u556,p728,opc_emulate,C,3,little_knowledge,,,0,3.0,7.0
269,u556,p350,opc_emulate,C,2,general_knowledge,,,0,1.6,2.0
270,u556,p914,opc_emulate,C,3,little_knowledge,,,0,2.0,3.0
271,u556,p778,opc_emulate,C,3,little_knowledge,,,0,1.2,1.0
272,u013,p232,deepthought,D,3,little_knowledge,0.21730967912517962,median,0,2.0,1.5
273,u013,p174,deepthought,A,,,0.5144236709882353,best,1,,
274,u013,p706,deepthought,C,3,little_knowledge,0.2924883252564848,best,0,2.0,1.5
275,u013,p983,deepthought,D,3,little_knowledge,0.22008617070921782,median,0,3.0,4.0
276,u013,p736,deepthought,D,3,little_knowledge,0.1918067085969608,worst,0,4.0,6.5
277,u013,p341,deepthought,D,3,little_knowledge,0.13869792336045342,worst,0,4.0,6.5
278,u013,p581,deepthought,A,2,general_knowledge,0.525834260070233,best,0,3.5,5.0
279,u013,p920,deepthought,A,2,general_knowledge,0.39672945277322147,best,0,2.5,3.0
280,u710,p682,opc_emulate,A,2,general_knowledge,,,0,4.5,8.0
281,u710,p033,opc_emulate,A,1,expert,,,0,2.5,3.5
282,u710,p660,opc_emulate,A,1,expert,,,0,3.5,6.5
283,u710,p148,opc_emulate,A,1,expert,,,0,3.0,5.0
284,u710,p730,opc_emulate,A,2,general_knowledge,,,0,1.5,1.0
285,u710,p307,opc_emulate,A,2,general_knowledge,,,0,3.5,6.5
286,u710,p252,opc_emulate,A,1,expert,,,0,2.0,2.0
287,u710,p433,opc_emulate,A,3,little_knowledge,,,0,2.5,3.5
304,u047,p682,opc_emulate,A,1,expert,,,0,2.8,7.0
305,u047,p660,opc_emulate,A,1,expert,,,0,2.2,2.0
306,u047,p730,opc_emulate,A,1,expert,,,0,3.4,8.0
307,u047,p386,opc_emulate,A,2,general_knowledge,,,0,2.3,3.0
308,u047,p252,opc_emulate,A,2,general_knowledge,,,0,1.3,1.0
309,u047,p619,opc_emulate,A,1,expert,,,0,2.4,4.5
310,u047,p433,opc_emulate,A,1,expert,,,0,2.4,4.5
311,u047,p393,opc_emulate,A,1,expert,,,0,2.7,6.0
312,u396,p012,deepthought,B,3,little_knowledge,0.1437103571220185,worst,0,2.0,3.5
313,u396,p086,deepthought,B,2,general_knowledge,0.2054107902552884,median,0,1.5,1.5
314,u396,p243,deepthought,D,2,general_knowledge,0.20467244462225664,median,0,2.0,3.5
315,u396,p575,deepthought,C,1,expert,0.6044467298066118,best,0,4.0,7.0
316,u396,p185,deepthought,B,3,little_knowledge,0.12435935801561311,worst,0,3.0,6.0
317,u396,p133,deepthought,C,1,expert,0.6044232337132887,best,0,1.5,1.5
318,u396,p193,deepthought,C,1,expert,0.47619099268575366,best,0,2.5,5.0
319,u396,p596,deepthought,C,,,0.480609022187073,best,2,,
320,u098,p607,deepthought,D,1,expert,0.4044235704506274,best,0,1.5,2.0
321,u098,p517,deepthought,C,2,general_knowledge,0.2621314204297296,median,0,2.4,4.0
322,u098,p977,deepthought,B,1,expert,0.338499040891848,best,0,1.5,2.0
323,u098,p217,deepthought,C,2,general_knowledge,0.26658012658439123,median,0,3.0,6.5
324,u098,p241,deepthought,C,1,expert,0.49730102697201595,best,0,1.5,2.0
325,u098,p929,deepthought,C,3,little_knowledge,0.10321576190572099,worst,0,3.0,6.5
326,u098,p295,deepthought,D,1,expert,0.4783655761096698,best,0,3.5,8.0
327,u098,p023,deepthought,B,3,little_knowledge,0.16781113274438433,worst,0,2.5,5.0
328,u882,p572,deepthought,C,1,expert,0.32994315860233836,best,0,3.1,6.0
329,u882,p272,deepthought,C,1,expert,0.21916195157447843,median,0,1.0,1.0
330,u882,p641,deepthought,B,3,little_knowledge,0.1735199431225596,median,0,2.5,2.5
331,u882,p367,deepthought,C,1,expert,0.5333317504595914,best,0,3.4,7.0
332,u882,p955,deepthought,C,2,general_knowledge,0.6278034252494635,best,0,2.9,5.0
333,u882,p133,deepthought,C,,,0.651729647880243,best,1,,
334,u882,p312,deepthought,B,3,little_knowledge,0.07575081780568398,worst,0,2.6,4.0
335,u882,p800,deepthought,B,3,little_knowledge,0.11913137914216806,worst,0,2.5,2.5
336,u712,p492,deepthought,D,2,general_knowledge,0.3251266325201637,best,1,1.5,2.5
337,u712,p813,deepthought,B,3,little_knowledge,0.220157011874561,worst,0,3.5,5.0
338,u712,p367,deepthought,C,3,little_knowledge,0.1708972489672847,worst,0,1.5,2.5
339,u712,p676,deepthought,A,3,little_knowledge,0.22114362828211057,median,0,2.0,4.0
340,u712,p511,deepthought,D,2,general_knowledge,0.3438080464559021,best,0,1.0,1.0
341,u712,p022,deepthought,D,,,0.32808804634420496,best,1,,
342,u712,p326,deepthought,D,,,0.23244840684008988,median,1,,
343,u712,p046,deepthought,D,,,0.38288143411338604,best,1,,
344,u947,p933,deepthought,D,3,little_knowledge,0.2176347316020661,median,0,3.4,7.0
345,u947,p103,deepthought,D,3,little_knowledge,0.2791669330492874,best,0,3.1,5.5
346,u947,p060,deepthought,D,3,little_knowledge,0.21291462694471636,median,0,2.5,1.0
347,u947,p174,deepthought,A,,,0.5639789814189635,best,2,,
348,u947,p079,deepthought,A,1,expert,0.539076898935056,best,0,3.0,4.0
349,u947,p917,deepthought,A,2,general_knowledge,0.4522767714777755,best,0,2.8,3.0
350,u947,p295,deepthought,D,3,little_knowledge,0.1925957522968158,worst,0,2.7,2.0
351,u947,p596,deepthought,C,3,little_knowledge,0.14086624312058782,worst,0,3.1,5.5
352,u269,p005,opc_emulate,B,3,little_knowledge,,,0,2.0,3.5
353,u269,p573,opc_emulate,B,2,general_knowledge,,,0,3.5,7.0
354,u269,p435,opc_emulate,B,3,little_knowledge,,,0,1.5,1.5
355,u269,p603,opc_emulate,B,3,little_knowledge,,,0,1.5,1.5
356,u269,p695,opc_emulate,B,2,general_knowledge,,,0,2.5,5.5
357,u269,p342,opc_emulate,B,3,little_knowledge,,,0,4.0,8.0
358,u269,p358,opc_emulate,B,2,general_knowledge,,,0,2.5,5.5
359,u269,p653,opc_emulate,B,1,expert,,,0,2.0,3.5
368,u831,p086,deepthought,B,2,general_knowledge,0.1933554928713867,median,0,1.6,1.0
369,u831,p632,deepthought,D,2,general_knowledge,0.19460345772146706,median,0,3.2,4.0
370,u831,p059,deepthought,D,2,general_knowledge,0.4113085187635663,best,0,2.9,3.0
371,u831,p272,deepthought,C,,,0.5288703319554884,best,1,,
372,u831,p622,deepthought,A,3,little_knowledge,0.16834115668793076,worst,0,5.0,7.0
373,u831,p238,deepthought,D,1,expert,0.5739303056269917,best,0,4.4,6.0
374,u831,p884,deepthought,D,1,expert,0.2587725333710199,best,0,2.0,2.0
375,u831,p136,deepthought,B,3,little_knowledge,0.12535623562381518,worst,0,3.4,5.0
376,u551,p148,opc_emulate,A,1,expert,,,0,2.6,6.0
377,u551,p386,opc_emulate,A,1,expert,,,0,1.6,3.0
378,u551,p307,opc_emulate,A,2,general_knowledge,,,0,1.5,2.0
379,u551,p087,opc_emulate,A,1,expert,,,0,3.7,8.0
380,u551,p474,opc_emulate,A,2,general_knowledge,,,0,3.1,7.0
381,u551,p433,opc_emulate,A,3,little_knowledge,,,0,2.0,5.0
382,u551,p393,opc_emulate,A,1,expert,,,0,1.1,1.0
383,u551,p177,opc_emulate,A,3,little_knowledge,,,0,1.9,4.0
384,u661,p103,deepthought,D,3,little_knowledge,0.2474395488313919,best,0,2.1,4.0
385,u661,p176,deepthought,C,3,little_knowledge,0.19190689921090498,median,0,1.7,2.0
386,u661,p824,deepthought,D,3,little_knowledge,0.18210938089323045,worst,0,2.7,6.0
387,u661,p430,deepthought,A,2,general_knowledge,0.4276630400558634,best,0,1.8,3.0
388,u661,p622,deepthought,A,2,general_knowledge,0.47937653018920456,best,0,3.0,7.0
389,u661,p977,deepthought,B,3,little_knowledge,0.24449384717545433,median,0,1.5,1.0
390,u661,p983,deepthought,D,3,little_knowledge,0.2670249193403198,worst,0,2.5,5.0
391,u661,p760,deepthought,A,,,0.5448069913648887,best,1,,
392,u370,p211,opc_emulate,A,1,expert,,,0,2.1,3.0
393,u370,p033,opc_emulate,A,2,general_knowledge,,,0,1.8,2.0
394,u370,p730,opc_emulate,A,2,general_knowledge,,,0,3.5,6.0
395,u370,p307,opc_emulate,A,2,general_knowledge,,,0,3.7,7.0
396,u370,p087,opc_emulate,A,1,expert,,,0,2.2,4.0
397,u370,p474,opc_emulate,A,1,expert,,,0,1.5,1.0
398,u370,p393,opc_emulate,A,1,expert,,,0,4.0,8.0
399,u370,p177,opc_emulate,A,2,general_knowledge,,,0,3.0,5.0
400,u167,p201,deepthought,A,3,little_knowledge,0.17037380785446776,worst,1,,
